comic	http://dbpedia.org/ontology/Comics	
instrument of	http://dbpedia.org/ontology/Instrument	
instrument of	http://dbpedia.org/ontology/instrument	
road tunnel	http://dbpedia.org/ontology/RoadTunnel	
rugby league	http://dbpedia.org/ontology/RugbyLeague	
line of fashion	http://dbpedia.org/ontology/LineOfFashion	
court case	http://dbpedia.org/ontology/LegalCase	
mayor	http://dbpedia.org/ontology/leader	
mayor	http://dbpedia.org/ontology/Mayor	
chemical element	http://dbpedia.org/ontology/ChemicalElement	
like	http://dbpedia.org/ontology/similar	
olympic result	http://dbpedia.org/ontology/OlympicResult	
be added to the NRHP	http://dbpedia.org/ontology/added	
location indicator	http://dbpedia.org/ontology/icaoLocationIdentifier	
recorded on	http://dbpedia.org/ontology/recordDate	
recorded in	http://dbpedia.org/ontology/recordDate	
recorded on	http://dbpedia.org/ontology/recordedIn	
recorded in	http://dbpedia.org/ontology/recordedIn	
made in	http://dbpedia.org/ontology/origin	
snooker player	http://dbpedia.org/ontology/SnookerPlayer	
team	http://dbpedia.org/ontology/SportsTeam	
team	http://dbpedia.org/ontology/team	
British royalty	http://dbpedia.org/ontology/BritishRoyalty	
ethnic group	http://dbpedia.org/ontology/EthnicGroup	
criminal	http://dbpedia.org/ontology/Criminal	
guest star in	http://dbpedia.org/ontology/guest	
make	http://dbpedia.org/ontology/genre	
make	http://dbpedia.org/ontology/gross	
time period	http://dbpedia.org/ontology/TimePeriod	
network	http://dbpedia.org/ontology/BroadcastNetwork	
cycling team	http://dbpedia.org/ontology/CyclingTeam	
population density	http://dbpedia.org/ontology/populationUrbanDensity	
population density	http://dbpedia.org/ontology/populationDensity	
population density	http://dbpedia.org/ontology/populationMetroDensity	
sister station	http://dbpedia.org/ontology/sisterStation	
public transit system	http://dbpedia.org/ontology/PublicTransitSystem	
host	http://dbpedia.org/ontology/Host	
post code	http://dbpedia.org/ontology/postalCode	
genre	http://dbpedia.org/ontology/genre	
genre	http://dbpedia.org/ontology/Genre	
genre	http://dbpedia.org/ontology/literaryGenre	
convention	http://dbpedia.org/ontology/Convention	
manhua	http://dbpedia.org/ontology/Manhua	
research project	http://dbpedia.org/ontology/ResearchProject	
creator	http://dbpedia.org/ontology/creator	
scientist	http://dbpedia.org/ontology/Scientist	
bone	http://dbpedia.org/ontology/Bone	
car	http://dbpedia.org/ontology/Automobile	
known as	http://dbpedia.org/ontology/title	
city	http://dbpedia.org/ontology/City	
language	http://dbpedia.org/ontology/Language	
language	http://dbpedia.org/ontology/spokenIn	
cave	http://dbpedia.org/ontology/Cave	
olympic event	http://dbpedia.org/ontology/OlympicEvent	
journal	http://dbpedia.org/ontology/Newspaper	
journal	http://dbpedia.org/ontology/AcademicJournal	
killer	http://dbpedia.org/ontology/Murderer	
produce	http://dbpedia.org/ontology/company	
medician	http://dbpedia.org/ontology/Medician	
NASCAR driver	http://dbpedia.org/ontology/NascarDriver	
mean temperature on	http://dbpedia.org/ontology/meanTemperature	
launched on	http://dbpedia.org/ontology/launchDate	
NRHP reference number	http://dbpedia.org/ontology/nrhpReferenceNumber	
radio program	http://dbpedia.org/ontology/RadioProgram	
accommodate	http://dbpedia.org/ontology/capacity	
highest mountain in	http://dbpedia.org/ontology/highestMountain	
body of water	http://dbpedia.org/ontology/BodyOfWater	
soccer club	http://dbpedia.org/ontology/SoccerClub	
Christian bishop	http://dbpedia.org/ontology/ChristianBishop	
written work	http://dbpedia.org/ontology/WrittenWork	
celestial body	http://dbpedia.org/ontology/CelestialBody	
squash player	http://dbpedia.org/ontology/SquashPlayer	
radio-controlled racing league	http://dbpedia.org/ontology/RadioControlledRacingLeague	
depth	http://dbpedia.org/ontology/depth	
situated in	http://dbpedia.org/ontology/state	
situated near	http://dbpedia.org/ontology/state	
situated in	http://dbpedia.org/ontology/canton	
situated near	http://dbpedia.org/ontology/canton	
situated in	http://dbpedia.org/ontology/county	
situated near	http://dbpedia.org/ontology/county	
situated in	http://dbpedia.org/ontology/district	
situated near	http://dbpedia.org/ontology/district	
situated in	http://dbpedia.org/ontology/province	
situated near	http://dbpedia.org/ontology/province	
situated in	http://dbpedia.org/ontology/department	
situated near	http://dbpedia.org/ontology/department	
situated in	http://dbpedia.org/ontology/arrondissement	
situated near	http://dbpedia.org/ontology/arrondissement	
situated in	http://dbpedia.org/ontology/closestCity	
situated near	http://dbpedia.org/ontology/closestCity	
situated in	http://dbpedia.org/ontology/region	
situated near	http://dbpedia.org/ontology/region	
district water board	http://dbpedia.org/ontology/DistrictWaterBoard	
amateur boxer	http://dbpedia.org/ontology/AmateurBoxer	
part of	http://dbpedia.org/ontology/mountainRange	
part of	http://dbpedia.org/ontology/range	
part of	http://dbpedia.org/ontology/intercommunality	
comics character	http://dbpedia.org/ontology/ComicsCharacter	
manufacture	http://dbpedia.org/ontology/manufacturer	
periapse	http://dbpedia.org/ontology/periapsis	
UTC offset	http://dbpedia.org/ontology/utcOffset	
broadcast network	http://dbpedia.org/ontology/BroadcastNetwork	
use	http://dbpedia.org/ontology/computingInput	
basketball league	http://dbpedia.org/ontology/BasketballLeague	
playmate	http://dbpedia.org/ontology/PlayboyPlaymate	
infirmary	http://dbpedia.org/ontology/Hospital	
constructed in	http://dbpedia.org/ontology/yearOfConstruction	
railway tunnel	http://dbpedia.org/ontology/RailwayTunnel	
soccer team	http://dbpedia.org/ontology/SoccerClub	
high	http://dbpedia.org/ontology/elevation	
high	http://dbpedia.org/ontology/height	
moon crater	http://dbpedia.org/ontology/LunarCrater	
official color	http://dbpedia.org/ontology/officialSchoolColour	
disease	http://dbpedia.org/ontology/Disease	
found in	http://dbpedia.org/ontology/foundedBy	
found in	http://dbpedia.org/ontology/foundingPerson	
found in	http://dbpedia.org/ontology/foundationPlace	
National Collegiate Athletic Association athlete	http://dbpedia.org/ontology/NationalCollegiateAthleticAssociationAthlete	
place of birth	http://dbpedia.org/ontology/birthPlace	
Formula One racing league	http://dbpedia.org/ontology/FormulaOneRacingLeague	
create	http://dbpedia.org/ontology/product	
martial arts league	http://dbpedia.org/ontology/MixedMartialArtsLeague	
route of transportation	http://dbpedia.org/ontology/RouteOfTransportation	
writer of	http://dbpedia.org/ontology/Writer	
writer of	http://dbpedia.org/ontology/writer	
boxing league	http://dbpedia.org/ontology/BoxingLeague	
blood type	http://dbpedia.org/ontology/BloodType	
weapon	http://dbpedia.org/ontology/Weapon	
tournament	http://dbpedia.org/ontology/Tournament	
label	http://dbpedia.org/ontology/RecordLabel	
mountain range	http://dbpedia.org/ontology/MountainRange	
piece of software	http://dbpedia.org/ontology/Software	
character	http://dbpedia.org/ontology/FictionalCharacter	
National Register reference number	http://dbpedia.org/ontology/nrhpReferenceNumber	
Entrez Gene ID	http://dbpedia.org/ontology/entrezgene	
deanery	http://dbpedia.org/ontology/Deanary	
constellation	http://dbpedia.org/ontology/Constellation	
write the music for	http://dbpedia.org/ontology/musicComposer	
write the music for	http://dbpedia.org/ontology/musicBy	
TV season	http://dbpedia.org/ontology/TelevisionSeason	
home arena	http://dbpedia.org/ontology/homeArena	
wrestling event	http://dbpedia.org/ontology/WrestlingEvent	
stadium	http://dbpedia.org/ontology/Stadium	
swarm	http://dbpedia.org/ontology/Swarm	
play in	http://dbpedia.org/ontology/starring	
play in	http://dbpedia.org/ontology/programmeFormat	
play in	http://dbpedia.org/ontology/instrument	
mean of transportation	http://dbpedia.org/ontology/MeanOfTransportation	
population	http://dbpedia.org/ontology/populationMetro	
population	http://dbpedia.org/ontology/totalPopulation	
population	http://dbpedia.org/ontology/populationTotal	
population	http://dbpedia.org/ontology/populationUrban	
college	http://dbpedia.org/ontology/College	
drama	http://dbpedia.org/ontology/Drama	
build	http://dbpedia.org/ontology/builder	
collection of valuables	http://dbpedia.org/ontology/CollectionOfValuables	
asteroid	http://dbpedia.org/ontology/Asteroid	
pornographic actor	http://dbpedia.org/ontology/Pornstar	
pornographic actor	http://dbpedia.org/ontology/AdultActor	
car racing league	http://dbpedia.org/ontology/AutoRacingLeague	
highway	http://dbpedia.org/ontology/Road	
faculty size	http://dbpedia.org/ontology/facultySize	
letter	http://dbpedia.org/ontology/Letter	
top speed	http://dbpedia.org/ontology/topSpeed	
cycling league	http://dbpedia.org/ontology/CyclingLeague	
ice hockey player	http://dbpedia.org/ontology/IceHockeyPlayer	
fashion	http://dbpedia.org/ontology/Fashion	
resting place	http://dbpedia.org/ontology/restingPlace	
create	http://dbpedia.org/ontology/creator	
first describe	http://dbpedia.org/ontology/binomialAuthority	
hospital	http://dbpedia.org/ontology/Hospital	
dog	http://dbpedia.org/ontology/Dog	
law case	http://dbpedia.org/ontology/LegalCase	
university	http://dbpedia.org/ontology/University	
species	http://dbpedia.org/ontology/Species	
cinematographer	http://dbpedia.org/ontology/cinematography	
battle	http://dbpedia.org/ontology/MilitaryConflict	
located in	http://dbpedia.org/ontology/canton	
located near	http://dbpedia.org/ontology/canton	
located in	http://dbpedia.org/ontology/region	
located near	http://dbpedia.org/ontology/region	
located in	http://dbpedia.org/ontology/state	
located near	http://dbpedia.org/ontology/state	
located in	http://dbpedia.org/ontology/county	
located near	http://dbpedia.org/ontology/county	
located in	http://dbpedia.org/ontology/country	
located near	http://dbpedia.org/ontology/country	
located in	http://dbpedia.org/ontology/department	
located near	http://dbpedia.org/ontology/department	
located in	http://dbpedia.org/ontology/province	
located near	http://dbpedia.org/ontology/province	
located in	http://dbpedia.org/ontology/arrondissement	
located near	http://dbpedia.org/ontology/arrondissement	
located in	http://dbpedia.org/ontology/city	
located near	http://dbpedia.org/ontology/city	
located in	http://dbpedia.org/ontology/district	
located near	http://dbpedia.org/ontology/district	
located in	http://dbpedia.org/ontology/locatedInArea	
located near	http://dbpedia.org/ontology/locatedInArea	
located in	http://dbpedia.org/ontology/location	
located near	http://dbpedia.org/ontology/location	
located in	http://dbpedia.org/ontology/range	
located near	http://dbpedia.org/ontology/range	
located in	http://dbpedia.org/ontology/closestCity	
located near	http://dbpedia.org/ontology/closestCity	
genus	http://dbpedia.org/ontology/genus	
casino	http://dbpedia.org/ontology/Casino	
sport competition result	http://dbpedia.org/ontology/SportCompetitionResult	
affiliated to	http://dbpedia.org/ontology/affiliation	
affiliated with	http://dbpedia.org/ontology/affiliation	
area	http://dbpedia.org/ontology/areaMetro	
area	http://dbpedia.org/ontology/areaTotal	
area	http://dbpedia.org/ontology/areaUrban	
area	http://dbpedia.org/ontology/area	
apoapsis	http://dbpedia.org/ontology/apoapsis	
was coach of	http://dbpedia.org/ontology/formerCoach	
light novel	http://dbpedia.org/ontology/LightNovel	
green alga	http://dbpedia.org/ontology/GreenAlga	
public service input	http://dbpedia.org/ontology/PublicServiceInput	
snooker world ranking	http://dbpedia.org/ontology/SnookerWorldRanking	
run under	http://dbpedia.org/ontology/operatingSystem	
award	http://dbpedia.org/ontology/Award	
military conflict	http://dbpedia.org/ontology/MilitaryConflict	
order	http://dbpedia.org/ontology/order	
phylum	http://dbpedia.org/ontology/phylum	
date of birth	http://dbpedia.org/ontology/birthDate	
hot spring	http://dbpedia.org/ontology/HotSpring	
close to	http://dbpedia.org/ontology/nearestCity	
serve	http://dbpedia.org/ontology/numberOfStudents	
broadcasted in	http://dbpedia.org/ontology/network	
broadcasted on	http://dbpedia.org/ontology/network	
broadcasted in	http://dbpedia.org/ontology/broadcastArea	
broadcasted on	http://dbpedia.org/ontology/broadcastArea	
windmill	http://dbpedia.org/ontology/Windmill	
launch off from	http://dbpedia.org/ontology/associatedRocket	
song on	http://dbpedia.org/ontology/Song	
song on	http://dbpedia.org/ontology/album	
Gridiron Football player	http://dbpedia.org/ontology/GridironFootballPlayer	
paintball league	http://dbpedia.org/ontology/PaintballLeague	
television host	http://dbpedia.org/ontology/TelevisionHost	
place of death	http://dbpedia.org/ontology/deathPlace	
geological period	http://dbpedia.org/ontology/GeologicalPeriod	
netball player	http://dbpedia.org/ontology/NetballPlayer	
athlete	http://dbpedia.org/ontology/Athlete	
ski resort	http://dbpedia.org/ontology/SkiResort	
season	http://dbpedia.org/ontology/TelevisionSeason	
ice hockey league	http://dbpedia.org/ontology/IceHockeyLeague	
former coach	http://dbpedia.org/ontology/formerCoach	
soccer player	http://dbpedia.org/ontology/SoccerPlayer	
Eurovision song contest entry	http://dbpedia.org/ontology/EurovisionSongContestEntry	
railway line	http://dbpedia.org/ontology/RailwayLine	
licensed under	http://dbpedia.org/ontology/license	
lighthouse	http://dbpedia.org/ontology/Lighthouse	
baseball player	http://dbpedia.org/ontology/BaseballPlayer	
music festival	http://dbpedia.org/ontology/MusicFestival	
unit of work	http://dbpedia.org/ontology/UnitOfWork	
nation	http://dbpedia.org/ontology/Country	
continent	http://dbpedia.org/ontology/Continent	
address	http://dbpedia.org/ontology/address	
highest region	http://dbpedia.org/ontology/highestRegion	
shopping center	http://dbpedia.org/ontology/ShoppingMall	
president	http://dbpedia.org/ontology/President	
president	http://dbpedia.org/ontology/leader	
episode of	http://dbpedia.org/ontology/series	
episode of	http://dbpedia.org/ontology/TelevisionEpisode	
cultivar	http://dbpedia.org/ontology/CultivatedVariety	
deity	http://dbpedia.org/ontology/Deity	
frequency	http://dbpedia.org/ontology/frequency	
founding date	http://dbpedia.org/ontology/foundingDate	
latest version	http://dbpedia.org/ontology/latestReleaseVersion	
bridge over	http://dbpedia.org/ontology/crosses	
mountain chain	http://dbpedia.org/ontology/MountainRange	
member of parliament	http://dbpedia.org/ontology/MemberOfParliament	
voice actor	http://dbpedia.org/ontology/VoiceActor	
paper	http://dbpedia.org/ontology/Newspaper	
gene location	http://dbpedia.org/ontology/GeneLocation	
home of	http://dbpedia.org/ontology/ground	
home of	http://dbpedia.org/ontology/operator	
home of	http://dbpedia.org/ontology/homeArena	
national soccer team	http://dbpedia.org/ontology/NationalSoccerClub	
space mission	http://dbpedia.org/ontology/SpaceMission	
ski region	http://dbpedia.org/ontology/SkiArea	
win	http://dbpedia.org/ontology/award	
requirement of	http://dbpedia.org/ontology/requirement	
castle	http://dbpedia.org/ontology/Castle	
home stadium	http://dbpedia.org/ontology/homeArena	
home stadium	http://dbpedia.org/ontology/ground	
reside in	http://dbpedia.org/ontology/residence	
locomotive	http://dbpedia.org/ontology/Locomotive	
painter	http://dbpedia.org/ontology/Painter	
lieutenant	http://dbpedia.org/ontology/Lieutenant	
show	http://dbpedia.org/ontology/TelevisionShow	
station	http://dbpedia.org/ontology/Station	
volcano	http://dbpedia.org/ontology/Volcano	
water tower	http://dbpedia.org/ontology/WaterTower	
non-profit organisation	http://dbpedia.org/ontology/Non-ProfitOrganisation	
television show	http://dbpedia.org/ontology/TelevisionShow	
rugby player	http://dbpedia.org/ontology/RugbyPlayer	
former name	http://dbpedia.org/ontology/formerName	
author	http://dbpedia.org/ontology/Author	
author	http://dbpedia.org/ontology/writer	
geopolitical organisation	http://dbpedia.org/ontology/GeopoliticalOrganisation	
biological database	http://dbpedia.org/ontology/BiologicalDatabase	
planet	http://dbpedia.org/ontology/Planet	
manager	http://dbpedia.org/ontology/managerClub	
manager	http://dbpedia.org/ontology/team	
manager	http://dbpedia.org/ontology/SportsManager	
manager	http://dbpedia.org/ontology/manager	
position	http://dbpedia.org/ontology/office	
province	http://dbpedia.org/ontology/Province	
Olympic Games	http://dbpedia.org/ontology/Olympics	
aircraft	http://dbpedia.org/ontology/Aircraft	
darts player	http://dbpedia.org/ontology/DartsPlayer	
locality	http://dbpedia.org/ontology/Locality	
handball player	http://dbpedia.org/ontology/HandballPlayer	
penalty shootout	http://dbpedia.org/ontology/PenaltyShootout	
water area	http://dbpedia.org/ontology/areaWater	
construct	http://dbpedia.org/ontology/company	
neighboring municipality	http://dbpedia.org/ontology/neighboringMunicipality	
cricket league	http://dbpedia.org/ontology/CricketLeague	
saint	http://dbpedia.org/ontology/Saint	
command during	http://dbpedia.org/ontology/militaryCommand	
command during	http://dbpedia.org/ontology/commander	
based in	http://dbpedia.org/ontology/headquarter	
vice chancellor	http://dbpedia.org/ontology/viceChancellor	
broadcasting station	http://dbpedia.org/ontology/RadioStation	
release date	http://dbpedia.org/ontology/releaseDate	
serve under	http://dbpedia.org/ontology/president	
career station	http://dbpedia.org/ontology/CareerStation	
site of special scientific interest	http://dbpedia.org/ontology/SiteOfSpecialScientificInterest	
total population	http://dbpedia.org/ontology/populationTotal	
total population	http://dbpedia.org/ontology/totalPopulation	
book	http://dbpedia.org/ontology/Book	
launch pad	http://dbpedia.org/ontology/LaunchPad	
congress man	http://dbpedia.org/ontology/Congressman	
television station	http://dbpedia.org/ontology/TelevisionStation	
have tracks	http://dbpedia.org/ontology/railwayPlatforms	
nerve	http://dbpedia.org/ontology/Nerve	
manga	http://dbpedia.org/ontology/Manga	
spouse	http://dbpedia.org/ontology/spouse	
prison	http://dbpedia.org/ontology/Prison	
blast off from	http://dbpedia.org/ontology/associatedRocket	
year	http://dbpedia.org/ontology/Year	
designer	http://dbpedia.org/ontology/FashionDesigner	
last name	http://dbpedia.org/ontology/Surname	
snooker champ	http://dbpedia.org/ontology/SnookerChamp	
information appliance	http://dbpedia.org/ontology/InformationAppliance	
illness	http://dbpedia.org/ontology/Disease	
anime	http://dbpedia.org/ontology/Anime	
born in	http://dbpedia.org/ontology/birthYear	
born on	http://dbpedia.org/ontology/birthYear	
born in	http://dbpedia.org/ontology/birthPlace	
born on	http://dbpedia.org/ontology/birthPlace	
born in	http://dbpedia.org/ontology/stateOfOrigin	
born on	http://dbpedia.org/ontology/stateOfOrigin	
born in	http://dbpedia.org/ontology/birthDate	
born on	http://dbpedia.org/ontology/birthDate	
pseudonym	http://dbpedia.org/ontology/pseudonym	
bull fighter	http://dbpedia.org/ontology/BullFighter	
village	http://dbpedia.org/ontology/Village	
TV episode	http://dbpedia.org/ontology/TelevisionEpisode	
commander in	http://dbpedia.org/ontology/commander	
conifer	http://dbpedia.org/ontology/Conifer	
cavern	http://dbpedia.org/ontology/Cave	
follow-up	http://dbpedia.org/ontology/subsequentWork	
appear in	http://dbpedia.org/ontology/guest	
speedway team	http://dbpedia.org/ontology/SpeedwayTeam	
ISSN	http://dbpedia.org/ontology/issn	
work	http://dbpedia.org/ontology/Work	
governor	http://dbpedia.org/ontology/Governor	
governor	http://dbpedia.org/ontology/leader	
presenter	http://dbpedia.org/ontology/Presenter	
presenter	http://dbpedia.org/ontology/presenter	
made of	http://dbpedia.org/ontology/structuralSystem	
skyscraper	http://dbpedia.org/ontology/Skyscraper	
squad number	http://dbpedia.org/ontology/squadNumber	
squad number	http://dbpedia.org/ontology/number	
family	http://dbpedia.org/ontology/family	
TV station	http://dbpedia.org/ontology/TelevisionStation	
company	http://dbpedia.org/ontology/Company	
take over	http://dbpedia.org/ontology/gross	
galaxy	http://dbpedia.org/ontology/Galaxy	
natural region	http://dbpedia.org/ontology/NaturalRegion	
patriarch	http://dbpedia.org/ontology/ChristianPatriarch	
run for episodes	http://dbpedia.org/ontology/numberOfEpisodes	
end in	http://dbpedia.org/ontology/routeEnd	
end at	http://dbpedia.org/ontology/routeEnd	
tennis league	http://dbpedia.org/ontology/TennisLeague	
volleyball league	http://dbpedia.org/ontology/VolleyballLeague	
orbital period	http://dbpedia.org/ontology/orbitalPeriod	
foundation place	http://dbpedia.org/ontology/foundationPlace	
wrestler	http://dbpedia.org/ontology/Wrestler	
stand for	http://dbpedia.org/ontology/callsignMeaning	
patron	http://dbpedia.org/ontology/patron	
country	http://dbpedia.org/ontology/Country	
IATA identifier	http://dbpedia.org/ontology/iataLocationIdentifier	
based in	http://dbpedia.org/ontology/garrison	
based at	http://dbpedia.org/ontology/garrison	
written in	http://dbpedia.org/ontology/language	
written before	http://dbpedia.org/ontology/language	
written after	http://dbpedia.org/ontology/language	
written in	http://dbpedia.org/ontology/subsequentWork	
written before	http://dbpedia.org/ontology/subsequentWork	
written after	http://dbpedia.org/ontology/subsequentWork	
written in	http://dbpedia.org/ontology/previousWork	
written before	http://dbpedia.org/ontology/previousWork	
written after	http://dbpedia.org/ontology/previousWork	
topical concept	http://dbpedia.org/ontology/TopicalConcept	
natural place	http://dbpedia.org/ontology/NaturalPlace	
facility ID	http://dbpedia.org/ontology/facilityId	
go to	http://dbpedia.org/ontology/education	
camera	http://dbpedia.org/ontology/Camera	
launched on	http://dbpedia.org/ontology/shipLaunch	
wide	http://dbpedia.org/ontology/width	
television season	http://dbpedia.org/ontology/TelevisionSeason	
Australian Football league	http://dbpedia.org/ontology/AustralianFootballLeague	
currency	http://dbpedia.org/ontology/Currency	
ideology	http://dbpedia.org/ontology/Ideology	
monarch	http://dbpedia.org/ontology/Monarch	
begin at	http://dbpedia.org/ontology/routeStart	
begin in	http://dbpedia.org/ontology/routeStart	
volleyball player	http://dbpedia.org/ontology/VolleyballPlayer	
position	http://dbpedia.org/ontology/position	
museum	http://dbpedia.org/ontology/Museum	
executive producer	http://dbpedia.org/ontology/executiveProducer	
be the same as	http://dbpedia.org/ontology/synonym	
melt at	http://dbpedia.org/ontology/meltingPoint	
governmental administrative region	http://dbpedia.org/ontology/GovernmentalAdministrativeRegion	
match	http://dbpedia.org/ontology/FootballMatch	
belong to	http://dbpedia.org/ontology/languageFamily	
belong to	http://dbpedia.org/ontology/division	
military unit	http://dbpedia.org/ontology/MilitaryUnit	
OCLC number	http://dbpedia.org/ontology/oclc	
cleric	http://dbpedia.org/ontology/Cleric	
language family	http://dbpedia.org/ontology/languageFamily	
color	http://dbpedia.org/ontology/colourName	
based in	http://dbpedia.org/ontology/locationCountry	
fight in	http://dbpedia.org/ontology/battle	
military structure	http://dbpedia.org/ontology/MilitaryStructure	
require	http://dbpedia.org/ontology/requirement	
active until	http://dbpedia.org/ontology/activeYearsStartDate	
active since	http://dbpedia.org/ontology/activeYearsStartDate	
active until	http://dbpedia.org/ontology/activeYearsEndYear	
active since	http://dbpedia.org/ontology/activeYearsEndYear	
active until	http://dbpedia.org/ontology/activeYearsEndDate	
active since	http://dbpedia.org/ontology/activeYearsEndDate	
active until	http://dbpedia.org/ontology/activeYearsStartYear	
active since	http://dbpedia.org/ontology/activeYearsStartYear	
crossing	http://dbpedia.org/ontology/crosses	
curler	http://dbpedia.org/ontology/Curler	
lake	http://dbpedia.org/ontology/Lake	
project	http://dbpedia.org/ontology/Project	
municipality	http://dbpedia.org/ontology/Municipality	
old territory	http://dbpedia.org/ontology/OldTerritory	
basketball player	http://dbpedia.org/ontology/BasketballPlayer	
LP	http://dbpedia.org/ontology/Album	
painting	http://dbpedia.org/ontology/Painting	
precursor of	http://dbpedia.org/ontology/precursor	
manufacturer	http://dbpedia.org/ontology/manufacturer	
gnetophyte	http://dbpedia.org/ontology/Gnetophytes	
part of	http://dbpedia.org/ontology/series	
part of	http://dbpedia.org/ontology/broadcastNetwork	
established on	http://dbpedia.org/ontology/foundingYear	
established in	http://dbpedia.org/ontology/foundingYear	
established on	http://dbpedia.org/ontology/foundingDate	
established in	http://dbpedia.org/ontology/foundingDate	
established on	http://dbpedia.org/ontology/formationDate	
established in	http://dbpedia.org/ontology/formationDate	
established on	http://dbpedia.org/ontology/formationYear	
established in	http://dbpedia.org/ontology/formationYear	
Mixed Martial Arts event	http://dbpedia.org/ontology/MixedMartialArtsEvent	
mascot	http://dbpedia.org/ontology/mascot	
track on	http://dbpedia.org/ontology/Song	
track on	http://dbpedia.org/ontology/album	
soccer manager	http://dbpedia.org/ontology/SoccerManager	
capacity	http://dbpedia.org/ontology/seatingCapacity	
moss	http://dbpedia.org/ontology/Moss	
surname	http://dbpedia.org/ontology/Surname	
mall	http://dbpedia.org/ontology/ShoppingMall	
railroad track	http://dbpedia.org/ontology/RailwayLine	
current release	http://dbpedia.org/ontology/latestReleaseVersion	
board game	http://dbpedia.org/ontology/BoardGame	
revenue	http://dbpedia.org/ontology/revenue	
team member	http://dbpedia.org/ontology/TeamMember	
video games league	http://dbpedia.org/ontology/VideoGamesLeague	
watermill	http://dbpedia.org/ontology/Watermill	
organisation member	http://dbpedia.org/ontology/OrganisationMember	
spoken in	http://dbpedia.org/ontology/spokenIn	
