Senator	http://dbpedia.org/ontology/Senator	
präsentieren	http://dbpedia.org/ontology/presenter	
ICAO-Ortsidentifikator	http://dbpedia.org/ontology/icaoLocationIdentifier	
Angehöriger	http://dbpedia.org/ontology/relative	
Darsteller	http://dbpedia.org/ontology/Actor	
Ehemann	http://dbpedia.org/ontology/spouse	
Kind	http://dbpedia.org/ontology/child	
Kind	http://dbpedia.org/ontology/parent	
sitzen in	http://dbpedia.org/ontology/ground	
Fußballmanagerin	http://dbpedia.org/ontology/SoccerManager	
Ortsindikator	http://dbpedia.org/ontology/icaoLocationIdentifier	
Schriftstellerin von	http://dbpedia.org/ontology/writer	
Schriftstellerin von	http://dbpedia.org/ontology/Writer	
Küchenchef	http://dbpedia.org/ontology/Chef	
Gattung	http://dbpedia.org/ontology/genre	
Beite	http://dbpedia.org/ontology/width	
Siedegrad	http://dbpedia.org/ontology/boilingPoint	
gestartet am	http://dbpedia.org/ontology/launchDate	
Strom	http://dbpedia.org/ontology/Stream	
Monarchin	http://dbpedia.org/ontology/Monarch	
Verlag von	http://dbpedia.org/ontology/publisher	
Verlag von	http://dbpedia.org/ontology/Publisher	
fertiggestellt im	http://dbpedia.org/ontology/yearOfConstruction	
Festival	http://dbpedia.org/ontology/MusicFestival	
Frequenz	http://dbpedia.org/ontology/frequency	
Ansager von	http://dbpedia.org/ontology/presenter	
Radfahr-Liga	http://dbpedia.org/ontology/CyclingLeague	
Liga	http://dbpedia.org/ontology/SportsLeague	
Turnier	http://dbpedia.org/ontology/Tournament	
Geburtsjahr	http://dbpedia.org/ontology/birthYear	
königlich Person	http://dbpedia.org/ontology/Royalty	
Gedenkstätte	http://dbpedia.org/ontology/Memorial	
Entwickler	http://dbpedia.org/ontology/developer	
Gottheit	http://dbpedia.org/ontology/Deity	
Schiff	http://dbpedia.org/ontology/Ship	
Schachspielerin	http://dbpedia.org/ontology/ChessPlayer	
Zustand des Naturschutzes	http://dbpedia.org/ontology/conservationStatus	
Sterbedatum	http://dbpedia.org/ontology/deathDate	
Fahrbahn	http://dbpedia.org/ontology/Road	
Naturschutzgebiet	http://dbpedia.org/ontology/ProtectedArea	
Radiosendung	http://dbpedia.org/ontology/RadioProgram	
Sendung	http://dbpedia.org/ontology/RadioProgram	
Mitglied der Organisation	http://dbpedia.org/ontology/OrganisationMember	
Dienststelle	http://dbpedia.org/ontology/Department	
höchstgelegen Region	http://dbpedia.org/ontology/highestRegion	
Komikerin	http://dbpedia.org/ontology/Comedian	
chemisch Stoff	http://dbpedia.org/ontology/ChemicalSubstance	
Figure	http://dbpedia.org/ontology/FictionalCharacter	
Großstadt	http://dbpedia.org/ontology/City	
Gymnast	http://dbpedia.org/ontology/Gymnast	
Urlaub	http://dbpedia.org/ontology/Holiday	
Plastik	http://dbpedia.org/ontology/Sculpture	
Kamerafrau	http://dbpedia.org/ontology/cinematographer	
stattfinden am	http://dbpedia.org/ontology/date	
